cp,asentamiento,municipio
90804,Chalma,Chiautempan
90804,El Llanito,Chiautempan
90804,De Fátima,Chiautempan
90804,La Laguna,Chiautempan
90804,Los Álamos,Chiautempan
90805,La Concha,Chiautempan
90805,Panzacola,Chiautempan
90805,Reforma,Chiautempan
90805,Nueva,Chiautempan
90805,Tepetlapa,Chiautempan
90805,Del Carmen,Chiautempan
90805,La Soledad,Chiautempan
90805,San Sebastián,Chiautempan
90806,José Agustín Arrieta,Chiautempan
90806,Texcacoac,Chiautempan
90806,Xaxala,Chiautempan
90806,Constitución,Chiautempan
90806,Texcacoac,Chiautempan
90807,El Alto,Chiautempan
90807,La Malinche,Chiautempan
90807,Villas del Sabinal,Chiautempan
90810,Guadalupe Ixcotla,Chiautempan
90810,Santa Cruz Guadalupe,Chiautempan
90820,San Bartolomé Cuahuixmatlac,Chiautempan
90820,San Pedro Xochiteotla,Chiautempan
90820,San Pedro Muñoztla,Chiautempan
90820,San Pedro Tlalcuapan de Nicolás Bravo,Chiautempan
90820,Ramontla,Chiautempan
90821,San Rafael Tepatlaxco,Chiautempan
90830,La Magdalena Tlaltelulco,La Magdalena Tlaltelulco
90833,Tecpa Morales,La Magdalena Tlaltelulco
90833,Tecpa Pluma,La Magdalena Tlaltelulco
90833,Santa Cruz Progreso,La Magdalena Tlaltelulco
90833,1901,La Magdalena Tlaltelulco
90833,Tezoquipan,La Magdalena Tlaltelulco
90833,Estocapa,La Magdalena Tlaltelulco
90833,Villa de las Flores,La Magdalena Tlaltelulco
90833,Progreso,La Magdalena Tlaltelulco
90833,Independencia,La Magdalena Tlaltelulco
90833,La Loma,La Magdalena Tlaltelulco
90834,Poxtla 1a Sección,La Magdalena Tlaltelulco
90834,Poxtla 2a Sección,La Magdalena Tlaltelulco
90834,Calnahuac,La Magdalena Tlaltelulco
90834,Comalteopan,La Magdalena Tlaltelulco
90834,Satelite,La Magdalena Tlaltelulco
90834,San Nicolás,La Magdalena Tlaltelulco
90835,Teotlalpan,La Magdalena Tlaltelulco
90835,Santa Cruz Yoalcoatl,La Magdalena Tlaltelulco
90835,Yoalcoatl,La Magdalena Tlaltelulco
90835,La Venta,La Magdalena Tlaltelulco
90843,Jesús Xolalpan,San Francisco Tetlanohcan
90843,Santa Cruz Matlacahuacan,San Francisco Tetlanohcan
90845,Dolores Aquiahuac,San Francisco Tetlanohcan
90850,Santa Maria Acxotla Del Monte,Teolocholco
90850,Cuaxinca,Teolocholco
90850,Cuauhtla,Teolocholco
90850,Actipa,Teolocholco
90850,Primera,Teolocholco
90850,Segunda,Teolocholco
90850,Tercera,Teolocholco
90855,El Carmen Aztama,Teolocholco
90860,Acuamanala,Acuamanala de Miguel Hidalgo
90860,Concepción Chimalpa,Acuamanala de Miguel Hidalgo
90861,Guadalupe Hidalgo,Acuamanala de Miguel Hidalgo
90864,Olextla de Juárez,Acuamanala de Miguel Hidalgo
90867,Santa Cruz Quilehtla,Santa Cruz Quilehtla
90867,Ayometitla,Santa Cruz Quilehtla
90870,Primera,Mazatecochco de José María Morelos
90873,Cuarta,Mazatecochco de José María Morelos
90874,Tercera,Mazatecochco de José María Morelos
90875,Segunda,Mazatecochco de José María Morelos
90876,Ramos Muñoz Manzano,Mazatecochco de José María Morelos
90880,Tenancingo,Tenancingo
90880,Tecoac,Tenancingo
90880,Tepepantlalpa (Magdalena Reyes),Tenancingo
90886,Concepción Acopilco,Tenancingo
90890,San Isidro Buen Suceso,San Pablo del Monte
90890,Hueyocotl,San Pablo del Monte
90894,Tetzacual,San Pablo del Monte
90895,Cacamila San Antonio,San Pablo del Monte
90897,Ex-hacienda Guadalupe Xaltelulco,San Pablo del Monte
90898,Acopilco,San Pablo del Monte
90900,Villa Vicente Guerrero,San Pablo del Monte
90920,Cristo,San Pablo del Monte
90930,Xahuén Vargas,San Pablo del Monte
90930,San Nicolás,San Pablo del Monte
90940,San Miguel,San Pablo del Monte
90940,Santiago,San Pablo del Monte
90950,La Santísima,San Pablo del Monte
90960,San Cosme,San Pablo del Monte
90970,Jesús,San Pablo del Monte
90970,San Bartolomé,San Pablo del Monte
90970,San Sebastián,San Pablo del Monte
90980,San Pedro,San Pablo del Monte
90990,Tlaltepango,San Pablo del Monte
